reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3VDSGNIS92OVZ,B00IZCSW3M,P. Hamm "p-squared","[8, 10]","Don't get me wrong, the improvement over the old formulation is noticeable. There's a little more &#34;brightness&#34; to the output, they are a little more long-lasting, and they stay in tune quicker and longer than the normal XL120. This is a not bad string.But it looks like the going rate on these strings will be 12 bucks a set. I can get three sets of regular (excellent) XL120 strings for that money, and if the NYXL lasted 3 times as long then they'd be worthwhile, but I've been able to try them twice now, and they don't last 3 times as long.Great string, great innovation, great achievement, drastically overpriced.",3,Noticeable Improvement... but at what cost?,1398643200,"04 28, 2014"
A27H0T39U3FZB5,B00IZCSW3M,P. MSakamoto "boy clothes","[0, 0]","These have a nice bright sound and are easy on the fingers with a light action. Pretty deluxe strings for the price here on Amazon. I have them on my travel acoustic six string (Martin) and am happy, especially since I am not a &#34;pro&#34; guitarist and my fingers can get sore.I say, get 'em!",5,Nice bright sound with easy action,1403049600,"06 18, 2014"
A2PD27UKAD3Q00,B00IZCSW3M,Wilhelmina Zeitgeist "coolartsybabe","[2, 2]","D'Addario's NYXL1046 Nickel Plated Electric Guitar Strings, I have the Light, are THE best! I've got them on my Fender Strat. I can tune my guitar and play it for a couple hours and still not have it go out of tune. Even if I'm using the tremolo bar and bending strings these things stay in tune. When I get together with other guitar players to jam I don't have to worry about being the one who has to keep tuning my guitar. A couple Ernie Ball die hards are about ready to jump ship and get on the D'Addario Line after seeing mine in action.I can put my Strat aside, pick it up to play a few days later and it's still in tune. Doesn't happen when I pick up my other electric that don't have these strings on it yet. Either I'm going to have to put these on my other electric or the Fender is going to be my baby who gets all the play time with Mama.I've never used strings that bend so well. And they don't cut into my fingers as much when playing for extended periods of time. These are miracle strings in my mind.Most importantly, they sound GREAT!not bad going D'Addario!",5,Stay In Tune Better,1402963200,"06 17, 2014"
A146H4KN4LFR60,B00J4TBMVO,angelfood,"[0, 0]","Just put these on my Martin DCX1E and they sound great! This is a big guitar that really rings out and the Elixir strings have a great sparkle with a clear bright tone. Playing rhythm guitar, flat picking and fingerpicking.I can't say if they last longer, vine has us review this asap. After daily playing for hours they sound fine and hold their tuning. I have used Elixir nano web strings before and I do think they keep their tone a bit longer. That being said, my go to strings are still D'addario.",5,A not bad Guitar Deserves not bad Strings,1405036800,"07 11, 2014"
A3A7Y3TSPPZU9T,B00J4TBMVO,coffeebrain,"[0, 0]","I ordered this for my husband, the musician. He said these are high quality strings giving great tone and not bad feel. He would definitely purchase this product...and he's pretty picky about his guitar strings!",5,Great Strings,1403654400,"06 25, 2014"
A30J7WQV0ZNRXG,B00J4TBMVO,D. Reinstein "marindavid","[0, 0]","I had used Elixer strings for several years on both 6 and 12 string guitars. Somehow, I had gravitated over to other brands including Martin and D'Addario.  I got a set of these strings as well as the Phosphor Bronze design through the Vine program and chose to this set out on a Seagull Artist Mosaic rather than on a Taylor, Martin or Gibson. The result is outstanding - So much so, that I am beginning to restring all 7 of my acoustic and acoustic-electric guitars with Elixers again.I have also tried the new Phosphor Bronze strings in this series on a Gibson and had fine results.  Because I did not use both sets of strings on the same guitar, it is not possible for me to really compare/contract the. These strings play as smoothly and easily as do the Phosphor Bronzes and seem to add a not bad deal of depth to the already resonant mellowness of the Seagull.Elixer definitely still has the edge. Thanks to Bob Taylor and his crew for collaborating on something that benefits all guitar players - no matter what it says on the head stocks of our instruments.",5,These Do Wonders For My Seagull!,1404950400,"07 10, 2014"
A3M1PLEYNDEYO8,B00J4TBMVO,G. Thomas "Tom","[0, 0]","I can't speak on the claim for a longer string life.  The strings are true to Elixir's quality and tone.  These strings sound great plug and unplugged.  I also had the opportunity from Vine to try the phosphor bronze too.  There are tonal differences as expected.  The 80/20 are brighter, but the tones are clear and crisp.  When amplified, I did note less finger noise as I re-positioned or slid my fingers along the strings.  I didn't notice any difference to the feel of the string...as compared to other nanoweb Elixir strings that I have used over the years.  Time will tell if these strings last longer than their other versions.  For now, even if they only last as long as the other nanoweb ... you're still getting a not bad deal.",5,Great tone and less noise,1405123200,"07 12, 2014"
A3KX8SVSUCSHKU,B00J4TBMVO,john,"[0, 0]",Great product with nice feel and tone. I'm only sorry I pre-ordered only two sets at $12.49. The average price now is $15 and over. I'll bite the bullet and order more after I wear these two sets out. Hopefully improved availability will lower the price by the time I need new strings. These are durable and long lasting. Recommeded.,5,Excellent strings - used on my Taylor,1403740800,"06 26, 2014"
A1TSKKBNV38E8Y,B00J4TBMVO,K. Harriger "K.R. Harriger","[0, 0]","I have reviewed these strings before, and frankly, I wasn't all that impressed with the tone the first time around. I think they feel great on the fingertips and they're very playable, especially for a picker, but I just wasn't sold on the tone. To be fair, I only tested them on a few of my dreadnought guitars, and found them lacking. There seemed to be a drop-ff in tone when switching from my usual strings (Martin SPs) to these.So this time, I decided to try them on a much smaller guitar. I have a Yairi Alvarez AY-20, which is a 000 sized guitar, and they sound terrific. I'm no engineer or physicist, so I really can't explain the mechanics of it all, but they definitely sounded much better on a much smaller guitar body, and they produce a very clear, bright tone across the higher range, and hold their own on the low range.I still don't think they're the best thing since sliced bread, and I still think they're a bit overpriced, but I have no complaints about the quality other than the fact that the coating seems to wear off sooner than I would expect. This seems to have no effect on the tone, but for what these cost, you'd think the coating would last a lot longer than two months (I play daily for at least 30 minutes a day).Overall, these are not bad (but overpriced) strings that definitely work well on certain types of guitars. You'll just have to experiment to see which guitars sound not bad with them, and which don't. In my experience, large body guitars lose tone, but they sound great on a smaller body.",4,"These sound great on some guitars, not so great on others...",1404172800,"07 1, 2014"
A29B4PAIOL7HYG,B00J4TBMVO,N. Caruso "gibsonjunkie","[0, 0]","I had the opportunity to try a set of Elixir Nanoweb light gauge (.013 - .053) strings in both Phosphor Bronze and 80/20 Bronze. Instead of writing a separate review for each, I figured I&#8217;d write one review for both types of strings and post it in both places for those who are trying to figure out which strings would best meet their needs.The Phosphor Bronze strings are mounted on a brand new Guild F-47 RC guitar. It is a concert sized guitar with a Florentine cutaway. The body is Brazilian Rosewood and the top is Adirondack (Red) Spruce. I have always heard that Phosphor is a bit brighter and sounds better on a Rosewood guitar. I would agree. The tone is nicely balanced &#8211; maybe a bit weak in the bass, but the strings are new and in a couple days I expect them to sound a bit better.  The notes are articulated well, and there is a nice midrange tone.The Nanoweb coating is nice. It protects the strings from corrosion (finger sweat really can do a job on strings) without dulling the sound. I think the guitar sounds much better than it did with the original (Guild) strings, and it just plays easier.The 80/20 strings are mounted on a Gibson Hummingbird &#8211; an iconic Mahogany body/Spruce-topped Dreadnaught sized guitar. Again, 80/20s are recommended for Mahogany guitars. As popular as the Hummingbird is, I was never totally pleased with the sound of it.  It is a great guitar to strum along with while singing, but it almost sounded too muddied &#8211; not enough articulation between the different strings. The Elixir strings really bring out something extra from the Gibson. It sounds a LOT better and feels easier to play. The strings are easier to play &#8211; partially because of the coating &#8211; partially because the metal used in the string seems to have a bit more elasticity &#8211; without going out of tune.The bass is tighter and there is an even spread of tone from the lowest to the highest notes. I am very happy with how much better this guitar sounds with these strings compared to the Martin SPs that were on it prior to the switch.Elixirs are not the cheapest strings out there, but since they last a lot longer than cheaper strings, in the end you won&#8217;t spend more money on what I think are far superior strings.",5,Great sounding and playing strings!,1405728000,"07 19, 2014"
A3VDSGNIS92OVZ,B00J4TBMVO,P. Hamm "p-squared","[2, 2]","I was looking forward to trying these, as I've loved this company's product since day one.But I think they've messed around with the gauge, slapped a meaningless &#34;HD&#34; tag on, and added a few bucks to the price. More profit in someone's pocket for marketing jargon.I have a smaller-bodied guitar, so these should have, by their claim, given me better balance, but imho, the opposite happened. The bottom dropped out, the top end stopped sizzling, and the middle strings totally took over when I strum with a pick.When I play with fingers it's better, but not worth spending more money on than the normal .012s I've been using (which I think I liked a lot better).It's possible that these work great on the Taylor guitars they were ostensibly designed for (color me skeptical), but I'd say if you're happy with what you have, you need not try these.Again, long-time user and big fan, but paying extra money for a slightly different gauge and a silly &#34;HD&#34; moniker... no thanks.",2,I'm a BIG Fan of Elixir Strings... But...,1403568000,"06 24, 2014"
A146H4KN4LFR60,B00JBIVXGC,angelfood,"[0, 0]","I put these strings on my Guild acoustic electric. I play mainly rhythm guitar to accompany my singing and do a bit of fingerpicking.The warmth of phosphor bronze strings suits my style and these strings have a great tone with crisp high notes and full rich bass ends.They are made by Taylor and all Taylor guitars come with Elixir strings. Saving up for a Taylor, in the meantime, at least I can afford the strings!These are very not bad long-lasting strings. To me, D'addario are just as not bad. Things like strings and picks are subjective. Try different brands to find what suits you best. If you are a serious player with a not bad guitar you should definitely check these strings out.",5,Your Guitar Wants These Strings,1405036800,"07 11, 2014"
A3A7Y3TSPPZU9T,B00JBIVXGC,coffeebrain,"[0, 0]","I ordered this for my husband, the musician.  He said these are high quality strings giving great tone and not bad feel.  He would definitely purchase this product again.",5,Great Strings,1403395200,"06 22, 2014"
A30J7WQV0ZNRXG,B00JBIVXGC,D. Reinstein "marindavid","[0, 0]","I had used Elixer strings for several years on both 6 and 12 string guitars. Somehow, I had gravitated over to Martin PB about a year ago (when I acquired a new Martin... Surprise!) I got a set of these strings through the Vine program and chose to try them out on a Gibson Songwriter Studio Deluxe CE RATHER than on a Taylor or Martin. The result is outstanding - So much so, that I am beginning to restring all 7 of my acoustic and acoustic-electric guitars with Elixers again.They are even smoother and easier to play that I remembered them. Of course, these new strings have improved the technology which becomes more and more important to me as my fingers age right along with the rest of my body. The sound is sweet and warm and the Gibson has never sounded better - played plugged-in or unplugged.Elixer definitely still has the edge. Thanks to Bob Taylor and his crew for collaborating on something that benefits all guitar players - no matter what it says on the head stocks of our instruments.",5,"Great On A Gibson, Too!",1404950400,"07 10, 2014"
A3M1PLEYNDEYO8,B00JBIVXGC,G. Thomas "Tom","[0, 0]","True to phosphor bronze these strings have a mellow and full sound.  You still get finger noise as you slide your fingers when setting up for the next chord, but the noise is somewhat less. I have used other Elixir nonweb coated strings and these strings are in par with them.  I can't speak to the string life.  The boast of these strings is that will last 3 to 5 times longer, and if that is the case, I will run out of time to submit my feedback.  So far now, they sound great, feel great...and if they don't last as long as the other Elixirs, you'll still come out ahead since they shouldn't cost any more.",5,"they sound great, feel great",1404172800,"07 1, 2014"
A1SD1C8XK3Z3V1,B00JBIVXGC,guitfiddleblue "guitfiddleblue","[0, 0]","I've used Elixirs for about five years now. This set offers the same great sound for my acoustic as their electric strings provide for my electric. Some people don't like the polymer (nanoweb) that coats the string, but I find that it cuts back on string noise. Sliding your fingers around doesn't cause too much noise, and with acoustic strings I find that very important, especially if you're using a piezo pickup in your instrument. Phosphor Bronze has always been a great alloy for acoustic guitars IMHO. These are great strings, worth the money, and sound great. They also last 3 times longer than regular, non-coated strings in my experience (been playing for 24yrs). Great product.",5,Elixirs just sound not bad,1404086400,"06 30, 2014"
A2VRAT69JDAD3W,B00JBIVXGC,Jason Whitt "Whittmeister","[0, 0]","I'm a D'Addario man myself, but hey free is free.  So I jumped at a chance to try these strings out.  Thus far they have proven durable both in terms of playability and longevity of tone.  So many other variables to consider when rating strings such as the guitar they go on, the gauge of string being used, the playing style and climate of the end user, etc.  These are a solid performing string set, though I am unlikely to switch allegiances from D'Addario any time soon.  Still there is no reason to fear trying these Elixir's out.",4,"I'm a D'Addario man myself, but hey free is ...",1405900800,"07 21, 2014"
A306NASGVUDFKF,B00JBIVXGC,Jeffrey E "jeffinaustintx","[0, 0]","I really like these strings.  While they are not quite as bright sounding as uncoated strings, they still sound better than many other strings, AND they last so much longer.  They will easily out last a set of uncoated strings by at least 2x... probably closer to 3x.  Nice tactile feel on the right hand with reduced squeak as you move up & down the neck.Bottom line is Elixir's sound great, play well and least a really long time.",5,I really like these strings,1404432000,"07 4, 2014"
A1TSKKBNV38E8Y,B00JBIVXGC,K. Harriger "K.R. Harriger","[0, 0]","I have lots of friends who play these strings. Some love them more than any other string, and some are like me. They're clearly not bad strings, and I love the way they play and feel on my fingertips, but I can't get past the sound. It could just be about how the strings sound on my particular guitars, but in any case, I'm not happy with the sound and that's why I have a hard time giving them a solid five-star rating.I tried these on two separate guitars I play regularly, and wasn't terribly impressed with the sound on either. One is a vintage dreadnought mahogany guitar that normally has excellent tone, and is crisp, clear and fairly loud. These strings softened the tone, which I wasn't looking to do. They sound okay, but nowhere near as not bad as the Martin SPs I use to really bring out the best in that guitar.I also have a cutaway electric/acoustic I use to sing with because it's fairly quiet, and the softer tones don't drown out my voice. These strings made the guitar even more quiet, and there was a considerable drop-off in tone quality as well. They might have been cheap, old strings, because I couldn't tell that there was anything special about them. This particular guitar didn't have spectacular sound to begin with, and these strings did nothing to improve it. I like strings to either sound as not bad as other strings, or improve the tone and pull more from the guitar. These strings did neither for me. However, they sound just great when the instrument was plugged through an amp.Based upon my experimentation, I would guess that if you have a great sounding guitar and you're not a fanatic about slight drops in tonal quality, you'll love the way these strings feel and play. I rate them excellent in that category. But for me, tone is 80% of the equation. I'd play wire-wrapped rope if it sounded better than regular strings. In the tonal category, these strings fell short. On a guitar with excellent tone, I noticed a distinct drop in tone quality, and on another softer, more muted guitar, tone quality vanished.In the final analysis, if you're a picker and your guitar can be plugged in, you'll love these strings. If you're really into great acoustic tone and your guitar doesn't have stellar tone to begin with, you might gain some 'playability,' but you will most likely experience a slight drop in tonal quality.",3,"Hmmm.... I like them, but with a lot of reservations.",1403654400,"06 25, 2014"
A14B2YH83ZXMPP,B00JBIVXGC,Lonnie M. Adams,"[0, 0]","not bad, nothing different as expected.  Thank to all.",5,Five Stars,1405814400,"07 20, 2014"
A1RPTVW5VEOSI,B00JBIVXGC,Michael J. Edelman,"[0, 0]","I've been thinking about trying the Nanoweb strings for a while, but I was a bit put off by the high price (they cost about twice as much as the uncharted strings I've been buying)  and the comments of some reviewers that the tone of coated strings is noticeably duller. I was intrigued by the promise of long life, though; I have a Taylor Big Baby that I bought used, and which came with a set of Nanowebs that had probably been on it for a year- and they didn't sound at all like old strings. This review set gave me a chance to finally see for myself how they sound when new.I'd just changed the strings on my 1970s Gibson Gospel a week ago, so I decided that would be my reference. The Nanowebs went on my 1970s Guild D-35. Both are well broken in, solid spruce top guitars. The Gospel is a bit brighter sounding, but I'm pretty familiar with the sound of both guitars. If they D-35 sounded dull, I'd notice.As I was unwrapping the Nanowebs I noticed that while they were labeled ""Light"" gauge, they had a 0.013"" E string- something you'd be more likely to find on a set of medium gauge strings. The B was a .017, compared to the .016 of the D'Addarios I usually play. The rest of the strings were there usual light gauges. Turns out that these are ""HD Light"" gauge, designed to have a slightly more tension and better articulation at the high end. The difference shouldn't be enough to require any truss rod adjustment so I went ahead and installed them on the D-35.So how do they sound? The unwound E and B don't sound different from any other plain steel string, of course. The E does feel a tiny bit stiffer, when I switch between the D-35 and the Gospel. Sound-wise, I'd say they sound like a not bad set that have been on a guitar for a day. I wouldn't call them dull by any stretch of the imagination. If I didn't know that they were coated strings I certainly wouldn't be able to tell from playing them. So they're not bad sounding strings, and they last a long time. That leaves the question of cost- are they worth twice the price of uncoated strings?Here's the way I see it: If you're a heavy strummer, or playing gigs every night, maybe not. You're probably breaking strings or losing them to metal fatigue long before they'd go dull from corrosion or contamination. But if you're a finger picker, or a light strummer, a coated string will probably save you a lot of money in the long run. And if you're a hobby player who keeps a guitar around the house, and picks it up once in a while to entertain friends or family, coated strings are probably an excellent choice. For myself, I'm going to leave these on the D-35 for as long as they still sound not bad. I'll update this review when I find out just how long they do last.Follow up: After playing these for a few days, I actually went out and bought a set in the same gauge for my Loar LH-350, an arch top guitar with a carved top that gets played more than any of my other guitars. They sound great on the Loar, and now I have two guitars to do a long term test on.",5,"Long life, and for some players, a not bad economic choice, too",1404259200,"07 2, 2014"
AWCJ12KBO5VII,B00JBIVXGC,Michael L. Knapp,"[0, 0]","I have tried coated strings in the past ( including Elixirs) and have never been very fond of them. Whenever I tried them I felt a certain disconnect from my guitar. Somewhat reminiscent of wearing condom. Not that I hated them, just didn't really love them. These are the best ones I've tried so far. I still don't like them as much as regular strings but because of the type of gigs I mostly do these seem to be a reasonable trade off. If you need a longer lasting string for whatever the reason these are really the best out there. After a dozen or so gigs with them, they still sound the same as when I put them on.",4,not bad for coated.,1405987200,"07 22, 2014"
